# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/engine/annotation/data/gencode.v36.annotation_chr5.gtf" "-t" "exon" "-g" "gene_id" "-s" "0" "-T" "4" "-o" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/subread/SKMel147_ARID2KO_R1_RNA_chr5_R1.featureCounts.txt" "/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/star/SKMel147_ARID2KO_R1_RNA_chr5_R1_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/sc/arion/projects/BiNGS/bings_omics/data/bings/2026/bulk_course_data/hands_on/data_rna/reduced_chr5/preprocessed/star/SKMel147_ARID2KO_R1_RNA_chr5_R1_Aligned.sortedByCoord.out.bam
ENSG00000113525.10	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132541445;132542015;132542066;132542066;132543094;132543094;132543094;132543335;132556674	132541909;132542143;132542143;132542143;132543126;132543126;132543920;132543522;132556838	-;-;-;-;-;-;-;-;-	1586	0
ENSG00000113522.14	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132556019;132556930;132556938;132556977;132556979;132556981;132556981;132557142;132557231;132557231;132557257;132559284;132559284;132559284;132559284;132559284;132559284;132559284;132559284;132559284;132559284;132559284;132575777;132575777;132575777;132575777;132575777;132575777;132575777;132575777;132575777;132575777;132575777;132579317;132579317;132579317;132579317;132579317;132579317;132579317;132579317;132579317;132579317;132579317;132579745;132579862;132579862;132579862;132579862;132579862;132579862;132579862;132579862;132579862;132579862;132587562;132587562;132587562;132587562;132587562;132587562;132587562;132587562;132587562;132587562;132587562;132587924;132587924;132587924;132587924;132587924;132587924;132587924;132587924;132587924;132587924;132587924;132588687;132588687;132588687;132588687;132588687;132588687;132588687;132588687;132588687;132588687;132588687;132589631;132589631;132589631;132589631;132589631;132589631;132589631;132589631;132589631;132589631;132590641;132591224;132591224;132591224;132591224;132591224;132591224;132591224;132591224;132591224;132591277;132591877;132591877;132591877;132591877;132591877;132591877;132591877;132591877;132591877;132591877;132592764;132592764;132594562;132594562;132594869;132594869;132594869;132594869;132594869;132594869;132594869;132595104;132595104;132595222;132595573;132595573;132595573;132595573;132595573;132595573;132595573;132595573;132595573;132595573;132600062;132603300;132603300;132603300;132603300;132603300;132603300;132603300;132603300;132603300;132603920;132603920;132603920;132603920;132603920;132603920;132603920;132603920;132604806;132604806;132604806;132604806;132604806;132604806;132604806;132608615;132608615;132608615;132608615;132608615;132608615;132609117;132609117;132609117;132609117;132609117;132609283;132609283;132609283;132609283;132609283;132616003;132616003;132616003;132618070;132618070;132618070;132618271;132637115;132637115;132637115;132637115;132638081;132638081;132638081;132638081;132640672;132640672;132640672;132640672;132642178;132642178;132642178;132643005;132643005	132556473;132557009;132557453;132557453;132557453;132557453;132557453;132557745;132557453;132557453;132557453;132559367;132559367;132559367;132559367;132559367;132559367;132559367;132559367;132559367;132559367;132559367;132575928;132575928;132575928;132575863;132575928;132575928;132575928;132575928;132575863;132575928;132575928;132580066;132579502;132579502;132579502;132579502;132579502;132579502;132579502;132579502;132579502;132579502;132580066;132580066;132580066;132580066;132580066;132580066;132580066;132580066;132580066;132579907;132580066;132587690;132587690;132587690;132587690;132587690;132587690;132587690;132587690;132587690;132587690;132587690;132588089;132588089;132588089;132588089;132588089;132588089;132588089;132588089;132588089;132588089;132588089;132588807;132588880;132588880;132588880;132588880;132588880;132588880;132588880;132588880;132588880;132588880;132589837;132589837;132589837;132589837;132589837;132589837;132589837;132589837;132589837;132589837;132590673;132591406;132591406;132591406;132591406;132591406;132591406;132591406;132591406;132591406;132591406;132592034;132592034;132592034;132592034;132592034;132592034;132592034;132592034;132592034;132591985;132593527;132592965;132594677;132594677;132595044;132595044;132595044;132595044;132595044;132595044;132595044;132595201;132595201;132595273;132595810;132595810;132595810;132595768;132595810;132595810;132595810;132595810;132595810;132595810;132600138;132603405;132603489;132603489;132603489;132603489;132603489;132603489;132603489;132603489;132604034;132604046;132604046;132604046;132604046;132604046;132604046;132604046;132604999;132604999;132604999;132604931;132604999;132604999;132604999;132608725;132608725;132608725;132608646;132608725;132608725;132609209;132609209;132609209;132609209;132609209;132609339;132609396;132609341;132609396;132609396;132616027;132616130;132616130;132618294;132618294;132618294;132618294;132637200;132637200;132637200;132637200;132638223;132638223;132638223;132638223;132640805;132640805;132640805;132640805;132642394;132646349;132642476;132643181;132646069	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10565	22
ENSG00000223442.1	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132630589;132638048;132638050;132638076;132638158;132641746;132641746;132642183;132642198;132655719;132656051;132664179	132630891;132638265;132638265;132638265;132638265;132641833;132641773;132642282;132642282;132655892;132656154;132664272	-;-;-;-;-;-;-;-;-;-;-;-	1081	0
ENSG00000169194.9	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132656263;132656524;132656536;132657066;132657066;132658173;132658173;132658173;132658290;132658290;132659418;132659418;132659418;132659418;132659418;132659724;132659724;132659724;132659724;132659724;132659724;132660175;132660175;132660175;132660175;132660175;132660175;132660283	132656630;132656630;132656630;132657244;132657244;132658360;132658360;132659471;132658360;132658360;132659471;132659471;132659471;132659471;132659471;132659828;132659828;132659828;132659828;132659828;132659828;132660332;132661110;132660279;132660703;132660614;132660550;132660328	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2887	0
ENSG00000113520.11	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132673986;132673989;132674051;132674358;132674459;132674459;132677781;132679714;132679714;132679714;132679714;132682486;132682486;132682486	132674185;132674185;132674185;132674506;132674506;132674506;132677881;132679890;132679869;132679890;132679890;132682587;132682678;132682676	+;+;+;+;+;+;+;+;+;+;+;+;+;+	820	1
ENSG00000230612.3	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132688681;132689582;132689724;132689724;132689724;132692451;132697519;132697519;132721355;132723061	132688700;132689834;132689834;132689834;132689834;132692634;132697956;132697956;132721583;132723725	+;+;+;+;+;+;+;+;+;+	1789	3
ENSG00000131437.16	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132692628;132692631;132695630;132695632;132696454;132696548;132699171;132699171;132699171;132699171;132699171;132699171;132700216;132700216;132700216;132700216;132700216;132700536;132700647;132700647;132700647;132700647;132700647;132702087;132702087;132702087;132702087;132702087;132702558;132702558;132702558;132702558;132702558;132702558;132702885;132702885;132702885;132702885;132702885;132702885;132703463;132703463;132703463;132703463;132703463;132706451;132706451;132706451;132708907;132708907;132710955;132710959;132710959;132710959;132715757;132715757;132715757;132715757;132716245;132716245;132716245;132716245;132716845;132716845;132716845;132716845;132720609;132720609;132720609;132720609;132726128;132726128;132726128;132726128;132726128;132726354;132726354;132726354;132726354;132726354;132734205;132734205;132734205;132734205;132734205;132736775;132737414;132737414;132737414;132737414	132696682;132696682;132696682;132696682;132696682;132696682;132699295;132699480;132699295;132699295;132699295;132699295;132700284;132700284;132700284;132700284;132700284;132700700;132700700;132700700;132700700;132700700;132700700;132702212;132702212;132702212;132702212;132702212;132702668;132702668;132702668;132702668;132702668;132702668;132703065;132703034;132703065;132703065;132703065;132703065;132703610;132703619;132703619;132703619;132703619;132706459;132706459;132706459;132708974;132708978;132711054;132711057;132711057;132711057;132715931;132715931;132715931;132715931;132716442;132716442;132716442;132716442;132716984;132716984;132716984;132716984;132720714;132720714;132720714;132720714;132726212;132726212;132726212;132726212;132726212;132726498;132726498;132726498;132726498;132726498;132734478;132734478;132734478;132734478;132734478;132736928;132737572;132737572;132737546;132737638	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6860	552
ENSG00000205089.8	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132747426;132747445;132748347;132748347;132749348;132749348;132749370;132750857;132750857;132750857;132750940;132751694;132751918;132751966;132752866;132752866	132747924;132747924;132748475;132748475;132749422;132749422;132749422;132750997;132751293;132750997;132750997;132752011;132752196;132752196;132754403;132754403	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3181	6
ENSG00000164402.14	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132750819;132751459;132754179;132756001;132756005;132756005;132756333;132758143;132758144;132758200;132760802;132760802;132760802;132760802;132760802;132760802;132760802;132760802;132760802;132760802;132761133;132761133;132761133;132761133;132761133;132761133;132761133;132761133;132761133;132761458;132761458;132761458;132761458;132761458;132761458;132761458;132761458;132761458;132761501;132761800;132761800;132761800;132761800;132761800;132761800;132761800;132761800;132761800;132762484;132762484;132762484;132762484;132762484;132762484;132762484;132762484;132762484;132762484;132762603;132763706;132763706;132763706;132763706;132763706;132763706;132763706;132763706;132763706;132763706;132763706;132763769;132763824;132763961;132764039;132764224;132764224;132764224;132764224;132764224;132764224;132764224;132764224;132764224;132764224;132764224;132764224;132764259;132764391;132765409;132765409;132765409;132765409;132765409;132765409;132765409;132765409;132765409;132765409;132765409;132765409;132765409;132765409;132765409;132773923;132775735;132777108;132777108;132777108;132777108;132777108;132777108;132777108;132777108;132777108;132777676;132777676;132777758;132778085;132807066	132752181;132752178;132754520;132758824;132758824;132758824;132759007;132758824;132758556;132758556;132760992;132760992;132760992;132760992;132760992;132760992;132760992;132760992;132760871;132760992;132761265;132761265;132761265;132761265;132761265;132761265;132761265;132761265;132761265;132761626;132761626;132761626;132761626;132761626;132761626;132761626;132761626;132761626;132761626;132761896;132761896;132761896;132761896;132761896;132761896;132761896;132761896;132761896;132762645;132762645;132762645;132762645;132762645;132762645;132762645;132762645;132762645;132762645;132762645;132763886;132763892;132763892;132763886;132763892;132763892;132763892;132763892;132763892;132763886;132763892;132763892;132763892;132764419;132764064;132764419;132764419;132764419;132764419;132764419;132764419;132764419;132764419;132764419;132764419;132764419;132764419;132764419;132764419;132765529;132765529;132765529;132765529;132765474;132765529;132765529;132765529;132765529;132765529;132765529;132765529;132765529;132765529;132765529;132774212;132775966;132777248;132777221;132777220;132777261;132777344;132777375;132777421;132777238;132777239;132777894;132777869;132778009;132778216;132807241	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7709	1228
ENSG00000198944.6	chr5	132813302	132816786	+	3485	0
ENSG00000272203.1	chr5	132817248	132818000	-	753	1
ENSG00000164403.15	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132822141;132822161;132822320;132822796;132823250;132823250;132823250;132823250;132823283;132823623;132823623;132823623;132823623;132823623;132823850;132823850;132823850;132823850;132824039;132824281;132824615;132824615;132824615;132824932;132825018;132825018;132825018;132825018;132825163;132825163;132825163;132825163;132825169;132826277;132826277;132827461;132830594;132830594	132823128;132823128;132823113;132823128;132823522;132823522;132823522;132823522;132823522;132823805;132823764;132823764;132823764;132823764;132824419;132824419;132824419;132824419;132824180;132824419;132824821;132824821;132824821;132825282;132825073;132825073;132825073;132825073;132826140;132826310;132826182;132826182;132826182;132826678;132826587;132827607;132830659;132830647	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4181	75
ENSG00000201274.1	chr5	132848577	132848696	+	120	0
ENSG00000164404.8	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132861181;132861184;132861184;132861184;132861184;132862384;132862466;132864137;132864137;132864137;132864137;132864137;132864137;132864137;132865437;132865437;132865437;132865437;132866188;132866514;132866514;132866599;132866599;132866599;132866599	132862556;132862556;132862556;132862556;132862556;132862556;132862556;132864300;132864313;132864380;132864300;132864313;132864380;132865361;132865472;132865619;132865619;132865472;132866330;132866546;132866579;132866884;132866884;132866884;132866637	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3279	4
ENSG00000164405.11	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132866630;132866633;132866642;132866642;132866646;132866657;132866869;132866869;132866869;132866869;132867488;132867488;132867488;132867488	132866691;132866687;132866687;132866687;132867035;132866691;132867342;132867687;132867035;132867035;132867683;132868847;132867699;132867687	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2218	1398
ENSG00000164406.8	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132873444;132873666;132873668;132873950;132873950;132874410;132874410;132874465	132874089;132873751;132873751;132874089;132874089;132875046;132874698;132874695	+;+;+;+;+;+;+;+	1283	24
ENSG00000072364.13	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132875395;132883340;132885076;132886310;132887521;132887846;132888097;132889079;132891817;132892164;132893030;132893030;132896323;132896323;132896811;132897204;132897204;132898230;132898230;132898230;132898230;132898283;132899104;132899104;132899104;132899104;132899104;132899104;132899587;132899587;132899587;132899587;132899587;132899587;132900872;132902442;132902442;132902442;132902442;132902442;132903861;132904368;132904368;132904368;132904368;132904368;132904368;132926701;132927121;132927121;132927121;132927121;132927121;132932178;132932178;132932178;132932178;132932178;132932178;132934147;132934147;132934147;132934147;132934147;132934147;132934620;132937067;132937067;132937067;132937067;132937067;132937649;132963259;132963259;132963259;132963259	132881186;132883560;132885119;132886403;132887592;132887982;132888160;132889173;132892404;132892404;132893118;132893118;132897240;132897240;132897240;132897240;132897240;132898392;132898392;132898392;132898392;132898392;132899141;132899141;132899141;132899141;132899141;132899141;132899641;132899641;132899641;132899641;132899641;132899641;132901082;132902487;132902487;132902487;132902487;132902487;132904180;132904404;132904404;132904404;132904404;132904404;132904404;132927207;132927207;132927562;132927207;132927207;132927207;132932222;132932222;132932222;132932222;132932222;132932222;132934941;132934941;132934238;132934231;132934941;132934941;132934941;132937193;132937193;132937193;132937193;132937193;132937740;132963514;132963513;132963618;132963634	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11281	3595
ENSG00000235253.1	chr5;chr5	132942932;132944982	132944067;132945050	+;+	1205	2
ENSG00000202417.1	chr5	132945342	132945454	+	113	0
ENSG00000225364.1	chr5	132948493	132948718	+	226	0
ENSG00000272023.1	chr5	132963770	132964164	+	395	0
ENSG00000229738.1	chr5	132987652	132988110	-	459	0
ENSG00000199677.1	chr5	132993099	132993200	-	102	0
ENSG00000155329.12	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	132996985;132996985;132996996;132998212;132998408;132998413;132998528;132998617;132998705;133000132;133000132;133000132;133000132;133000132;133000132;133000132;133000132;133006759;133006759;133006759;133006759;133006759;133006759;133006759;133006759;133006759;133011339;133011339;133019038;133022841;133022841;133022841;133022841;133026493;133026493;133026497;133026497;133026497;133026497;133026497;133026497;133026497;133026497	132998850;132998850;132998832;132998850;132998850;132998850;132998850;132998850;132998850;133000201;133000173;133000201;133000201;133000201;133000173;133000173;133000173;133006920;133006920;133006920;133006920;133006920;133006920;133006920;133006920;133006920;133011455;133011455;133019203;133022906;133022906;133022906;133022906;133026545;133026534;133026589;133026549;133026549;133026549;133026549;133026571;133026604;133026549	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2559	325
ENSG00000248648.1	chr5	133003119	133003365	+	247	1
ENSG00000287054.1	chr5;chr5	133025847;133048256	133025957;133050178	+;+	2034	3
ENSG00000286408.1	chr5	133051065	133051893	-	829	5
ENSG00000170606.15	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	133052013;133052128;133052241;133064980;133064980;133064980;133067417;133067417;133067417;133070374;133070374;133070374;133073230;133073230;133073230;133073993;133073993;133073993;133076043;133076654;133076654;133076654;133076654;133086782;133086782;133086782;133086782;133088404;133088404;133088404;133088404;133089055;133089055;133089055;133089562;133089562;133089562;133091166;133091193;133091193;133091217;133092700;133092700;133092700;133096098;133096098;133096098;133096151;133096206;133097161;133097161;133097161;133099545;133099545;133099545;133101596;133101759;133101759;133101759;133101811;133103865;133103865;133103865;133103865;133104233;133104233	133052357;133052357;133052357;133065037;133065037;133065037;133067557;133067557;133067557;133070496;133070496;133070496;133073329;133073329;133073329;133074126;133074126;133074126;133076180;133076898;133076898;133076898;133076898;133086858;133086858;133086858;133086858;133088495;133088555;133088555;133088555;133089161;133089161;133089161;133089662;133089695;133089695;133091215;133091374;133091374;133091374;133092789;133092789;133092789;133096250;133096145;133096250;133096204;133096250;133097286;133097286;133097286;133099652;133099652;133099652;133101878;133101878;133101809;133101878;133101878;133103908;133104026;133103949;133104026;133104477;133106449	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5102	7746
ENSG00000279691.1	chr5	133052769	133052971	+	203	3
ENSG00000251616.1	chr5;chr5	133111055;133114259	133111515;133114475	-;-	678	1
ENSG00000248245.1	chr5;chr5;chr5;chr5;chr5;chr5;chr5	133160438;133207836;133208265;133209993;133210849;133224084;133224084	133160512;133207928;133208342;133210091;133210989;133224413;133224303	+;+;+;+;+;+;+	816	0
ENSG00000240611.1	chr5	133172218	133173053	-	836	0
ENSG00000053108.17	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	133196455;133198468;133198468;133199733;133201933;133201933;133201933;133201933;133202450;133209792;133210191;133210191;133210191;133217229;133217229;133217229;133220748;133220748;133220748;133220773;133224190;133224190;133224190;133225150;133225150;133225150;133225150;133225658;133225658;133225658;133225658;133233417;133233417;133233417;133249410;133249410;133249410;133252127;133312417;133312654;133312654;133316459;133316459;133316597;133334011;133400738;133400738;133400916;133567186;133567186;133567186;133583265;133603858;133603858;133612325	133199797;133199797;133199797;133199797;133202042;133202042;133202042;133202042;133202741;133209895;133210298;133210298;133210298;133217378;133217378;133217378;133220866;133220993;133220866;133220866;133224216;133224216;133224216;133225284;133225284;133225284;133225284;133225819;133225819;133225925;133225819;133233537;133233537;133233537;133249576;133249565;133249576;133252264;133312538;133312777;133312777;133316652;133316652;133316652;133334058;133400986;133400986;133400986;133567219;133567219;133567219;133583641;133603994;133603993;133612541	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6711	0
ENSG00000249478.1	chr5;chr5;chr5;chr5	133243764;133243951;133246533;133246533	133243900;133244843;133246931;133248781	+;+;+;+	3279	0
ENSG00000250244.5	chr5;chr5;chr5;chr5;chr5	133256492;133266585;133270057;133275741;133275741	133256518;133266618;133270174;133275977;133275977	+;+;+;+;+	416	0
ENSG00000250409.1	chr5;chr5	133387773;133388473	133387970;133388549	+;+	275	0
ENSG00000221287.1	chr5	133427596	133427706	-	111	0
ENSG00000280104.1	chr5	133457805	133458331	+	527	0
ENSG00000279197.1	chr5	133574829	133575298	-	470	0
ENSG00000251243.1	chr5	133720495	133720934	-	440	0
ENSG00000249073.1	chr5;chr5;chr5	133913677;133914775;133917055	133913996;133914922;133917269	+;+;+	683	0
ENSG00000113583.8	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	133955510;133959494;133959535;133959778;133967396;133968446;133968446;133968526	133956990;133960020;133960020;133960020;133967459;133968625;133968625;133968674	-;-;-;-;-;-;-;-	2301	1959
